year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q064,arid
2012,7,9.0,1.0,,3.0,,,,1.0,,,20.0,,,3.0,407.0,,,,,,,,,748-1148159
2012,1,13.0,,,,,,,,,,1.0,,,,5.0,,,,,,,,,10000718109
2012,3,9.0,,,,,,,,,,1.0,,1.0,,88.0,,,,,6.0,,,,30000003121
2012,5,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,50000062347
2012,5,55.0,,,,,,,18.0,,,,,,,,,,,,,,,,588-0500878
2012,1,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,10000717971
2012,5,3.0,,,,,,,,,,,,,,,,,,,,,,,50000068596
2012,3,7.0,,,,,,,6.0,1.0,,,3.0,,1.0,267.0,,,,,16.0,,,,30000015019
2012,5,2.0,,,,,,,,,,,,,,9.0,,,,,,,,,50000068613
2012,2,4.0,1.0,,,,,,6.0,,,1.0,,,,24.0,,,,,,,,,20000861304
2012,3,4.0,,,,,,,,,,,,,,48.0,,,,,,,,,30000017751
2012,3,36.0,,,,,,,1.0,,,2.0,,1.0,,48.0,,,,,,,,,30000029786
2012,3,16.0,11.0,,,,,,,,,,4.0,5.0,,67.0,,,,,,,,,30000023287
2012,9,6.0,23.0,,32.0,,,,1.0,,,40.0,,4.0,3.0,4164.0,,,,,,,,,90002777650
2012,1,26.0,,,,,,,,,,2.0,,,,7.0,,,,,,,,,10000703043
2012,3,26.0,,,,,,,,1.0,,2.0,,,,44.0,,,,,,,,,30000011236
2012,3,16.0,,,,,,,,,,1.0,6.0,,,19.0,,,,,,,,,30000029864
2012,1,29.0,1.0,,,,,,,,,,31.0,,6.0,31.0,,,,,,,,,10000004284
2012,1,18.0,,,,,,3.0,,1.0,,,11.0,,,48.0,,,,,,,,,10000013872
2012,5,6.0,,,,,,,28.0,,,,,,,3.0,,,,,,,,,50000068530
2012,3,1.0,15.0,3.0,59.0,,,,,3.0,,,,1.0,1.0,1666.0,,,,,,,,,30000058471
2012,2,21.0,,,,,,1.0,,,,,1.0,1.0,1.0,11.0,,,,,,,,,20000457547
2012,9,19.0,2.0,,,1.0,,1.0,,,,1.0,,,,549.0,,,,,,,,,971-0456844
2012,2,1.0,,,,,,,,,,,,,,32.0,,,,,,,,,20000909055
2012,7,2.0,3.0,2.0,57.0,,,,39.0,,,,,1.0,21.0,1794.0,,,,,,,,,775-2921540
2012,3,14.0,,,,,,,1.0,,,,,,,7.0,,,,,4.0,,,,30000012165
2012,3,8.0,,,,,,1.0,,,,1.0,,,,21.0,,,,,,,,,30000010378
2012,3,18.0,,,,,,,,7.0,,,13.0,,,62.0,,,,,,,,,30000015752
2012,3,12.0,,,,,,,,,,,,,,25.0,,,,,,,,,30000029031
2012,3,10.0,,,,,,,2.0,,,,,1.0,1.0,65.0,,,,,3.0,,,,30000027235
2012,3,66.0,,,,,,2.0,2.0,2.0,,20.0,16.0,,,76.0,,,,,,,,,30000019459
2012,2,1.0,,,,,,2.0,,,,,3.0,,,48.0,,,,,1.0,,,,20000671147
2012,7,43.0,5.0,,40.0,,,,138.0,,,106.0,,3.0,2.0,771.0,,,,,,,,,768-0151632
2012,3,21.0,,,,,,2.0,,1.0,,4.0,1.0,,,40.0,,,,,1.0,1.0,,,30000017514
2012,3,34.0,,,,,,,,,,,,,,38.0,,1.0,,,,,,,338-3548886
2012,5,171.0,,,,,,,,,,,,1.0,3.0,7.0,,,,,,,,,538-3358941
2012,7,43.0,,,,,,,,,,,,,,,,,,,1.0,,,,759-2472569
2012,5,108.0,,,,,,1.0,27.0,,1.0,2.0,2.0,,5.0,239.0,,,,,,,,,50000011570
2012,2,3.0,,,,,,,,1.0,,2.0,5.0,,1.0,38.0,1.0,,,,,,,,20000139843
2012,3,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,30000020040
2012,7,1.0,4.0,,12.0,,,,,,,,,1.0,,4.0,,,,,,,,,733-0607813
2012,7,6.0,2.0,,134.0,2.0,1.0,,41.0,,,10.0,,1.0,26.0,63604.0,,,,,,,,,722-3039688
2012,9,9.0,8.0,,9.0,,,,,14.0,,109.0,2.0,1.0,,160.0,2.0,,,,,,,,922-3798625
2012,3,2.0,,,,,,,1.0,,,,8.0,,,19.0,,,,,,,,,30000011307
2012,3,30.0,,,,,,2.0,,,,,,,,23.0,,,,,7.0,,,,30000011112
2012,2,154.0,,,,,,2.0,107.0,9.0,3.0,52.0,14.0,1.0,5.0,254.0,,1.0,,,14.0,,,,20000659855
2012,3,15.0,,,,,,,2.0,,,,6.0,,,10.0,,,,,,,,,30000030707
2012,2,1.0,,,,,,,1.0,1.0,,2.0,,1.0,1.0,24.0,,,,,,,,,20000456157
2012,3,1.0,,,,,,,,2.0,,,,3.0,,34.0,,,,,,,,,30000028530
2012,9,8.0,,,,,,,,7.0,,,,,1.0,52.0,,,,,,,,,90000170716
2012,3,6.0,5.0,,,,,5.0,,1.0,,,65.0,1.0,,67.0,1.0,,,,,,,,30000033510
2012,1,14.0,,,,,,,,1.0,,8.0,,,,81.0,,5.0,,,,,,,10000002725
2012,3,1.0,,,,,,3.0,7.0,,,,4.0,,,36.0,,,,,2.0,,,,30000014158
2012,7,1.0,,,,,,,7.0,,,14.0,,,,50.0,,4.0,,,,,,,74725909994
2012,7,1.0,,,,,,,,,,,,,,,,,,,,,,,72512209999
2012,3,141.0,,,,,,,16.0,,1.0,,,,,28.0,,,,,,,,,30000008141
2012,7,2.0,,,2.0,,,,2.0,,,12.0,,,,112.0,,,,,,,,,75548809999
2012,1,7.0,2.0,,,,,1.0,,,,1.0,2.0,,,49.0,,,,,,,,,10000705174
2012,5,62.0,,,,,,,8.0,,,410.0,7.0,,,61.0,,,,,,,,,50000024694
2012,5,3.0,,,,,,,,,,,,,,,,,,,,,,,50000001476
2012,9,27.0,978.0,33.0,399.0,1.0,,21.0,534.0,70.0,,976.0,76.0,434.0,1048.0,65013.0,,,,,,1.0,,,90000480228
2012,3,4.0,,,,,,,2.0,,,,10.0,,,39.0,,,,,,,,,30000034186
2012,5,7.0,,,,,,,43.0,,,1.0,,,,189.0,,,,,,,,,50000060042
2012,5,15.0,,,,,,,,,,,,,,15.0,,,,,,,,,50000003413
2012,9,223.0,18.0,,,,,27.0,12.0,17.0,,3.0,795.0,17.0,6.0,1477.0,,,,,1.0,,,,90000917742
2012,2,13.0,,,,,,4.0,,2.0,,1.0,3.0,1.0,,21.0,,,,,,,,,20002721176
2012,3,30.0,,,,,,,,2.0,,,,,,30.0,,,,,,,,,30000020856
2012,9,1.0,,,44.0,3.0,,6.0,363.0,,,2.0,,,2.0,46.0,,,,,,,,,923-1694840
2012,5,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,50000011300
2012,3,2.0,,,,,,,,1.0,,,5.0,,2.0,3.0,,,,,,,,,30000023546
2012,3,1.0,,,,,,1.0,,1.0,,,,,,45.0,,,,,,,,,30000090253
2012,7,2.0,7.0,,20.0,1.0,,,10.0,,,307.0,,2.0,1.0,2572.0,,,,,,,,,784-1040263
2012,3,9.0,,,,,,,,3.0,,2.0,,,,50.0,,,,,,,,,30000008698
2012,1,1.0,3.0,,,,,6.0,,4.0,6.0,2.0,4.0,3.0,1.0,559.0,,,,,1.0,,,,10000008846
2012,1,31.0,,,,,,,,,,2.0,,1.0,1.0,47.0,,,,,,,,,10000014369
2012,7,6.0,2.0,,97.0,,,,199.0,1.0,,23.0,,1.0,24.0,8258.0,,,,,1.0,,,,76443809990
2012,5,4.0,,,,,,,,,,,,,,,,,,,,,,,50000007870
2012,9,7.0,4.0,,,,,14.0,2.0,13.0,1.0,65.0,97.0,3.0,,999.0,,,,,,,,,90000527954
2012,7,6.0,,,,,,,210.0,,,,,,1.0,4.0,,,,,2.0,,,,763-1052225
2012,1,3.0,,,,,,1.0,,1.0,,1.0,1.0,,,37.0,,,,,1.0,,,,10000701611
2012,7,25.0,,,,,,,,,,,,,,4.0,,,,,,,,,77559200004
2012,9,1.0,233.0,,420.0,,,72.0,1044.0,92.0,46.0,87.0,16.0,104.0,126.0,10217.0,,,,,52.0,,,,90000504713
2012,3,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,30000026594
2012,3,27.0,,,,,,,2.0,,,,,,,112.0,,,,,,,,,326-1717830
2012,7,8.0,4.0,,20.0,,,,3.0,1.0,,453.0,,,,2289.0,,,,,,,,,77635500004
2012,3,8.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,30000012384
2012,1,25.0,,,,,,,,,,,,,,58.0,,,,,,,,,137-1400739
2012,5,39.0,,,,,,,1.0,,,1.0,,,1.0,10.0,,,,,,,,,50000015802
2012,5,8.0,,,,,,,,,,,,,,,,,,,,,,,50000061522
2012,2,11.0,2.0,,,,,,4.0,2.0,,1.0,15.0,,,57.0,,,,,,,,,20000614313
2012,7,22.0,,,,,,,,,,,,,1.0,5.0,,,,,,,,,71360809998
2012,3,45.0,,,,,,3.0,,1.0,,1.0,39.0,,,141.0,,,,,,,,,30000020250
2012,5,82.0,1.0,,,,,,,1.0,,2.0,,,2.0,37.0,,,,,,,,,50000066330
2012,5,3.0,,,,,,,,,,,,,,,,,,,,,,,50000005621
2012,7,2.0,,,,,1.0,,,,,,,1.0,,56.0,,,,,,,,,741-1925607
2012,3,1.0,,,1.0,,,,14.0,1.0,,,,,,35.0,,,,,,,,,30000011734
2012,7,1.0,,,39.0,,,,1173.0,,,1.0,,,,2976.0,,,8.0,8.0,8.0,,,,722-3554558
2012,7,6.0,,,2.0,,,,,,,,,,,50.0,,,,,,,,,722-2690691
2012,2,4.0,,,,,,,,4.0,,1.0,,,,14.0,,,,,,,,,20003467828
2012,1,30.0,,,,,,,1.0,,,,,,,49.0,,,,,,,,,146-0429381
2012,3,6.0,,,,,,,,1.0,,6.0,,,,32.0,,,,,3.0,,,,30000028211
2012,5,47.0,,,,,,,,,,,,,,,,,,,5.0,,,,50000061755
2012,3,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,30000015046
2012,1,1.0,,,,,,1.0,,,,4.0,,,,9.0,,,,,,,,,10000703781
2012,3,18.0,,,,,,,1.0,1.0,,4.0,,,1.0,40.0,,,,,,,,,30000014633
2012,7,58.0,6.0,,147.0,,,,24.0,,,,,5.0,4.0,5059.0,,,,,,,,,77505400005
2012,7,1.0,,,1.0,,,,400.0,,,,,,,247.0,,,,,,,,,775-2585326
2012,5,6.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,50000060238
2012,3,8.0,1.0,,,,,11.0,,8.0,,6.0,,,3.0,214.0,,,,,,,,,30000023627
2012,3,8.0,,,,,,,,,,4.0,,,,47.0,,,,,,,,,30000017282
2012,3,2.0,,,,,,,,,,,2.0,1.0,1.0,44.0,,,,,,,,,30000035348
2012,7,97.0,7.0,,78.0,1.0,,,4.0,,,,,4.0,4.0,619.0,,,,,,,,,793-1190071
2012,7,2.0,,,,,,,1.0,,,2.0,,,1.0,78.0,,,,,,,,,751-0370645
2012,1,295.0,,,,,,1.0,,1.0,,12.0,,,2.0,120.0,,,,,,,,,10000700257
2012,1,7.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,10000003434
2012,9,2.0,518.0,9.0,13.0,,,6.0,3.0,5.0,,13.0,,134.0,1.0,1540.0,,,,,,,,,90000413208
2012,2,13.0,1.0,,,,,4.0,,5.0,,,,,,84.0,,,,,,,,,20000546544
2012,9,78.0,19.0,,,,,21.0,1.0,4.0,,4.0,1.0,7.0,2.0,610.0,,,,,2.0,,,,90000517900
2012,9,2.0,2.0,,,,1.0,2.0,3.0,1.0,,5.0,4.0,,5.0,341.0,,,,,2.0,,,,90000093721
2012,2,15.0,1.0,,,,,2.0,5.0,,,11.0,,1.0,,48.0,,,,,,,,,20000601416
2012,7,5.0,,,3.0,,,,10.0,,,,,,,65.0,,,,,,,,,781-0615913
2012,1,30.0,,,3.0,,,,1.0,,,7.0,1.0,3.0,4.0,4116.0,,,,,,,,,10000706809
2012,3,4.0,1.0,,,,,2.0,2.0,3.0,,,5.0,,,156.0,,,,,,,,,30000017393
2012,2,161.0,,,,,,,,,,,,,,,,,,,,,,,20000408642
2012,3,56.0,,,,,,,,1.0,,6.0,,,1.0,5.0,,,,,1.0,,,,30000014816
2012,2,32.0,,,,,,4.0,,8.0,,1.0,,1.0,1.0,108.0,,,,,3.0,,,,20000596848
2012,1,31.0,,,,,,1.0,,,,,,,,,,,,,,,,,10000001154
2012,1,4.0,,,,,,,,,,,,,,,,,,,,,,,10000011952
2012,2,25.0,,,,,,,,4.0,,1.0,1.0,,,11.0,,,,,1.0,,,,20000786555
2012,5,12.0,,,,,,,,,,1.0,,,,29.0,,,,,,,,,50000017012
2012,3,3.0,,,,,,,,1.0,,,,,,24.0,,,,,,,,,30000005033
2012,3,3.0,,,,,,,,,,,,,,32.0,,,,,1.0,,,,30000034611
2012,3,2.0,,,,,,,,,,2.0,1.0,,,44.0,,,,,,,,,30000013055
2012,7,1.0,4.0,1.0,109.0,,,,,,,3.0,,72.0,,1276.0,,,,,,,,,733-0890858
2012,3,21.0,1.0,,,,,2.0,2.0,1.0,,19.0,,,,34.0,,,,,,,,,30000034603
2012,3,2.0,,,,,,,,,1.0,2.0,1.0,,,3.0,,,,,,,,,30000001047
2012,5,55.0,,,1.0,,,,,,,,,1.0,,162.0,,,,,,,,,576-0762186
2012,7,44.0,2.0,,,,,,12.0,,,16.0,,,1.0,13.0,,,,,,,,,784-1553724
2012,3,15.0,,,,,,2.0,3.0,,,1.0,5.0,,,63.0,,,,,,,,,30000005216
2012,2,15.0,,,,,,,11.0,,,19.0,,1.0,,52.0,,,,,,,,,20003412417
2012,1,15.0,,,,,,4.0,,,,,,1.0,,99.0,,,,,,,,,10000011443
2012,1,1.0,,,,,,,,1.0,,,,,,20.0,,,,,1.0,,,,10000008709
2012,3,3.0,1.0,,,,,1.0,,1.0,,,,,,39.0,,,,,,,,,30000013242
2012,3,1.0,,,,,,,,2.0,1.0,3.0,22.0,,,54.0,,,,,,,,,30000012969
2012,3,12.0,,,,,,,,,,13.0,,,1.0,22.0,,,,,,,,,338-3602342
2012,1,3.0,,,,,,,,1.0,,,,,,1143.0,,,,,,,,,10000007685
2012,7,2.0,2.0,,7.0,,,,179.0,2.0,,270.0,,,3.0,187.0,,,,,,,,,72149009991
2012,1,21.0,3.0,,1.0,,,1.0,7.0,5.0,2.0,58.0,,1.0,,387.0,,,,,,,,,10000024891
2012,1,2.0,,,3.0,1.0,,,,,,3.0,1.0,,,925.0,,,,,,,,,10000021717
2012,1,4.0,,,,,,1.0,,,,,,,,16.0,,,,,1.0,,,,10000014221
2012,7,4.0,8.0,,224.0,,,,1.0,,,138.0,,1.0,5.0,3164.0,,,,,,,,,733-0865281
2012,7,4.0,,,13.0,,,,,,,,,,2.0,543.0,,,,,,,,,757-1175755
2012,3,1.0,,,,,,1.0,,,,,12.0,,2.0,31.0,,,,,,,,,30000009888
2012,3,2.0,2.0,1.0,,,,,1.0,,,,,,,11.0,,,,,,,,,30000022537
2012,3,6.0,1.0,,,,,1.0,4.0,4.0,,1.0,1.0,,,59.0,,,,,,,,,30000014629
2012,3,34.0,,,,,,2.0,,1.0,,1.0,3.0,,1.0,42.0,,,,,,,,,30000011670
2012,3,11.0,,,,,,1.0,1.0,4.0,,19.0,4.0,,2.0,73.0,,,,,,,,,30000028114
2012,7,31.0,1.0,,8.0,,,,,,,76.0,,,3.0,1124.0,,,,,1.0,,,,720-2928975
2012,3,74.0,,,,,,2.0,4.0,,,17.0,,,,87.0,,,,,1.0,,,,30000018408
2012,9,36.0,,,,,,,4.0,1.0,,,1.0,,,99.0,,,,,,,,,90000717924
2012,7,1.0,,,1.0,,,,,,,,,,,138.0,,,,,,,,,720-1875448
2012,5,17.0,1.0,,,,,,,,,3.0,3.0,,,47.0,3.0,,,,,,,,50000062514
2012,5,9.0,,,,,,,2.0,5.0,,,,,,1.0,,,,,,,,,50000005500
2012,3,25.0,,,,,,,1.0,,,,,,1.0,25.0,,,,,1.0,,,,30000019234
2012,3,3.0,1.0,,,,,8.0,,2.0,,2.0,2.0,2.0,,36.0,,,,,,,,,30000012010
2012,3,12.0,1.0,,,,,8.0,54.0,65.0,,,9.0,3.0,3.0,275.0,,,,,3.0,,,,30000016191
2012,3,2.0,,,,,,2.0,,,,18.0,13.0,,,49.0,,,,,1.0,,,,30000015714
2012,5,4.0,,,,,,,,,,,,1.0,,5.0,,,,,,,,,50000061759
2012,1,4.0,,,,,,,,,,18.0,1.0,,,36.0,,,,,,,,,10000704492
2012,1,1.0,,,,,,,,,,,1.0,,,33.0,,,,,,,,,10000010254
2012,7,5.0,,,,,,,,,,,,,,,,,,,,,,,77673900008
2012,7,8.0,,,24.0,,,,4.0,,,37.0,,3.0,,3354.0,,,,,,,,,754-1994393
2012,3,5.0,,,,,,,1.0,,,,1.0,,,3.0,,,,,,,,,30000018772
2012,7,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,741-1592297
2012,3,56.0,1.0,,,,,,1.0,,,3.0,15.0,,4.0,45.0,,,,,,,,,30000005019
2012,2,11.0,,,,,,,,,,,,,,8.0,,,,,,,,,20000529958
2012,3,6.0,,,,,,1.0,,,,,,,1.0,32.0,,,,,,,,,30000014445
2012,3,40.0,3.0,,9.0,,,2.0,33.0,4.0,,7.0,2.0,4.0,2.0,1165.0,,,,,6.0,,1.0,,30000015219
2012,2,1.0,,,,,,1.0,,,,1.0,2.0,,,45.0,,,,,,,,,20000719656
2012,3,1.0,,,,,,,,,,153.0,,1.0,10.0,429.0,,,,,,,,,30000022946
2012,1,49.0,1.0,,,,,,2.0,,,,1.0,,,107.0,,,,,3.0,,,,10000009408
2012,3,143.0,,,,,,,2.0,5.0,,1.0,11.0,,,91.0,,,,,,,,,30000013177
2012,3,19.0,,,,,,1.0,,3.0,,,,,,45.0,,,,,,,,,30000017749
2012,7,59.0,,,,,,,4.0,,,,,,,,,,,,,,,,742-1130287
2012,1,3.0,,,,,,2.0,1.0,1.0,,2.0,1.0,,1.0,50.0,,,,,,,,,10000014062
2012,3,11.0,2.0,,,,,2.0,,,,,,,,30.0,,,,,,,,,30000016606
2012,3,,1.0,,,,,3.0,1.0,9.0,,,11.0,,,137.0,,,,,,,,,30000012517
2012,7,,1.0,,,,,,,,,,,,,16.0,,,,,,,,,765-1318080
2012,3,,1.0,,,,,,,3.0,,,4.0,,,5.0,,,,,,,,,30000058322
2012,9,,197.0,21.0,6.0,,,12.0,19.0,59.0,,21.0,7.0,72.0,5.0,4814.0,,,,,,,,,90000497404
2012,5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,50000067290
2012,3,,3.0,,,,,,,4.0,,,,,1.0,15.0,,,,,,,,,30000027238
2012,2,,2.0,,,,,1.0,16.0,,,,,,,10.0,,,,,,,,,20000808167
2012,1,,1.0,,,,,,,,,,,,,5.0,,,,3.0,10.0,1.0,,,10000706033
2012,2,,1.0,,,,,,2.0,2.0,,,10.0,2.0,,15.0,,,,,,,,,20000154257
2012,3,,1.0,,,,,,6.0,,,,,,,77.0,,,,,,,,,30000018012
2012,1,,13.0,,,,,,,,,2.0,,,,6.0,,,,,,,,,10000712002
2012,3,,2.0,,,,,1.0,,1.0,,,,,3.0,39.0,,,,,,,,,30000090215
2012,7,,2.0,,,,,,4.0,,,,,,,552.0,,,,,,,,,791-1835794
2012,5,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,50000060153
2012,3,,1.0,,,,,,,4.0,,,,,,2.0,,,,,,,,,30000023242
2012,3,,1.0,,,,,,,1.0,,,,,,99.0,,,,,,,,,30000000058
2012,3,,1.0,,,,,,,1.0,,,,1.0,,17.0,,,,,,,,,30000058515
2012,1,,1.0,,,,,4.0,,3.0,2.0,1.0,,1.0,,317.0,,,,,,,,,10000013790
2012,3,,1.0,,,,,1.0,,,,1.0,,,,13.0,,,,,,,,,30000011788
