agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q016,q023,q031,q047,q048,q053,q055,q056,q061,q062,q063,q070,q071,q072,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
3,30000012166,,15.3061224489796,,,,,,,,,,,,,,,2.14285714285714,,,,,,,,,,,,,,
5,50000008111,,15.9164460135334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,726-3264687,,54.7945205479452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,375-2664846,,17.4418604651163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000015882,,17.910447761194,,,,-54.8821548821549,,,,48.8805970149254,,,,,,,,,,,,,,,,,,,,,
3,30000005766,,16.0135900339751,,,,-21.2450945415626,,,,50.2604756511891,,,,,,,,,,,,,,,,,,,,,
5,50000095107,,27.6119402985075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000016511,,21.7391304347826,,,8.69565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000708059,,20.0,,,,,23.1578947368421,31.7388931339373,,,,,,,,,,,,,,,,,,,,,,,37.8947368421053
5,50000064287,,15.3846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7692307692308
3,30000034786,,26.3157894736842,,,,,31.5789473684211,36.2652232746955,,,,,,,,,,,,,,,,,,,,,,,42.1052631578947
2,20003368635,,28.5714285714286,,,,,14.2857142857143,20.7156308851224,,,,,,,,,,,,,,,,,,,4.0,7.0,57.1428571428571,,42.8571428571429
5,50000063589,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000060712,,20.2702702702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000712423,,18.3529411764706,,,,-31.7817014446228,,,,30.8235294117647,,,,,,,,,,,,,,,,,,,,,
5,50000065398,,18.8679245283019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000913267,,16.2260711030082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000024737,,15.7088122605364,,,,-59.0266875981162,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000013000,,22.5806451612903,,,,,3.2258064516129,13.1723643318193,,,,,,,,,,,,,,,,,,,,,,,
5,50000066973,,15.8415841584158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7722772277228
7,746-4770767,,19.6969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000706624,,15.8730158730159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,795-4196389,,27.6712328767123,,,,-46.2444771723122,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000024272,,26.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000067804,,16.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,754-1690128,,46.09375,,,,,100.0,100.0,,100.0,,,,,,,,,,,,,,,,,,,,,
3,30000057214,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000025726,,16.4,,,,32.2751322751323,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000008871,,24.4897959183673,,,,,,,,67.3469387755102,,,,,,,,,,,,,,,,,,,,,34.6938775510204
5,50000012604,,17.3913043478261,,,13.0434782608696,,,,,95.6521739130435,,,,,,,,,,,,,,,,,,,,,
7,727-0267182,,18.561797752809,,,,79.0024135156878,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000006221,,19.2307692307692,,,,,,,,92.3076923076923,,,,,,,,,,,,,,,,,,,,,
5,50000067609,,16.9398907103825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,720-5605694,,16.3522012578616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000012303,,20.4819277108434,,,,,,,,74.6987951807229,,,,,,,14.8936170212766,,,,,,,,,,,,,,
5,50000003238,,19.5110557458736,,,,-23.0160632941741,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000033845,,17.8688524590164,,,,-28.4037558685446,,,,,,,,,,,,,,,,,,,,,,,,,
7,776-0586058,,40.3706688154714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034941,,17.0212765957447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2222222222222
5,50000024658,,33.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058152,,19.047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
5,50000066584,,18.3047321892876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035151,,17.8571428571429,,,,,17.8571428571429,33.9475480159891,,,,,,,,,,,,,,,,,,,,,,,32.1428571428571
1,10000018480,,16.4556962025316,,,,,4.74683544303798,62.0360981545325,,,,,,,,,,,,,,,,,,,,,,,
1,10000718024,,25.3807106598985,,,,,,,,36.0406091370558,,,,,,,,,,,,,,,,,,,,,
2,20000566056,,18.2795698924731,,,,,5.37634408602151,12.0475299812961,,75.2688172043011,,,,,,,,,,,,,,,,,,,,,21.505376344086
5,50000068187,,20.1584943041109,,,,,,,,35.2649826646855,,,,,,,,,,,,,,,,,,,,,
7,77071400009,,17.8201018291533,,,,-51.3396953569462,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000001253,,15.4340836012862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058517,,28.2051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000014397,,20.6730769230769,,,,-51.5151515151515,,,,86.0576923076923,,,,,,,,,,,,,,,,,,,,,
7,737-1572886,,17.9148311306902,,,,-37.2350230414747,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000002644,,17.1232876712329,,,,,,,,31.5068493150685,,,,,,,,,,,,,,,,,,,,,
2,20000957757,,18.6507936507937,,,,-39.7129186602871,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000060058,,15.6383782422564,,,,,,,,,,,,,,,1.83270676691729,,,,,,,,,,,,,,
5,50000061639,,33.3333333333333,,,13.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000012854,,24.3561973525872,,,,,1.08303249097473,11.7949298981079,,,,,,,,,,,,,,,,,,,,,,,
1,10000011875,,16.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3333333333333
7,77082200001,,43.127147766323,,18.213058419244,,-67.1372106154715,,,,,,,,,,,,,,,,,,,,,,,,,
1,199-0014804,,23.0769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
3,30000015651,,25.6410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6410256410256
5,50000009071,,20.0704225352113,,,,-64.1414141414141,,,,,,,,,,,,,,,,,,,,,,,,,24.6478873239437
3,30000008886,,16.4383561643836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000015565,,22.7176220806794,,,,,1.69851380042463,23.6332309867244,,41.8259023354565,,,,,,,,,,,,,,,,,,,,,
3,30000016125,,22.1052631578947,,,,,,,,61.0526315789474,,,,,,,,,,,,,,,,,,,,,
5,50000011032,,19.5121951219512,,,,,,,,,,,,,,,7.14285714285714,,,,,,,,,,,,,,
3,30000034683,,15.2941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5294117647059
1,10000718109,,17.9012345679012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068373,,34.3354430379747,,,,,,,,40.0316455696203,,,,,,,,,,,,,,,,,,,,,32.9617834394904
3,30000033026,,20.0,,,,,10.0,18.716577540107,,,,,,,,,,,,,,,,,,,,,,,30.0
9,999-0032158,,20.3490342256862,,,,,7.01457133175195,38.7065396782649,,,414.0,,,,,,,,,,,,,,,,,,,,
7,726-0707492,,15.7130409526576,,,,-55.0873989042526,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000015738,,16.1684782608696,,,,-33.1516802906449,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000005568,,18.6746987951807,,,,,0.401606425702811,19.1671640306376,,,,,,,,,,,,,,,,,,,,,,,
9,90001004368,,19.6998123827392,,,,-28.2637954239569,0.625390869293308,11.2236396340723,,,,,,,,,,,,,,,,,,,,,,,
5,50000066847,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000007115,,16.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000024356,,17.9233621755253,,,,-34.4408427876823,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034259,,36.0,,,,,48.0,49.3087927985854,,,,,,,,,,,,,,,,,,,,,,,36.0
3,30000020666,,15.1308304891923,,,,-44.3670886075949,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000061792,,21.9512195121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3983739837398
1,10000010354,,22.2826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000014688,,22.4489795918367,,,,,67.3469387755102,86.9173909511819,,,,,,,,,,,,,,,,,,,,,,,
5,50000064920,,32.5966850828729,,,,,,,,51.9337016574586,,,,,,,,,,,,,,,,,,,,,
3,30000058312,,16.9811320754717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.188679245283
7,794-2479776,,32.1100917431193,,,,,15.5963302752294,17.7005998530525,,,,,,,,,,,,,,,,,,,,,,,25.6880733944954
