year,rate_spread,count
2013,07.54,2.0
2013,07.55,3.0
2013,07.56,2.0
2013,07.57,1.0
2013,07.58,3.0
2013,07.60,4.0
2013,07.62,1.0
2013,07.63,2.0
2013,07.65,2.0
2013,07.66,3.0
2013,07.67,3.0
2013,07.68,3.0
2013,07.69,1.0
2013,07.70,1.0
2013,07.71,1.0
2013,07.74,2.0
2013,07.75,2.0
2013,07.76,2.0
2013,07.77,2.0
2013,07.79,1.0
2013,07.80,5.0
2013,07.81,2.0
2013,07.82,2.0
2013,07.83,3.0
2013,07.84,2.0
2013,07.86,1.0
2013,07.87,2.0
2013,07.88,1.0
2013,07.89,1.0
2013,07.91,2.0
2013,07.93,1.0
2013,07.94,2.0
2013,07.95,1.0
2013,07.96,2.0
2013,07.97,1.0
2013,07.98,3.0
2013,08.00,2.0
2013,08.01,1.0
2013,08.02,2.0
2013,08.03,2.0
2013,08.04,1.0
2013,08.05,1.0
2013,08.06,1.0
2013,08.08,1.0
2013,08.13,1.0
2013,08.16,1.0
2013,08.20,1.0
2013,08.21,1.0
2013,08.22,3.0
2013,08.23,1.0
2013,08.25,1.0
2013,08.28,1.0
2013,08.30,1.0
2013,08.33,3.0
2013,08.36,1.0
2013,08.38,1.0
2013,08.39,2.0
2013,08.40,1.0
2013,08.42,1.0
2013,08.44,2.0
2013,08.47,1.0
2013,08.49,2.0
2013,08.50,1.0
2013,08.53,1.0
2013,08.55,2.0
2013,08.56,1.0
2013,08.57,1.0
2013,08.64,1.0
2013,08.65,1.0
2013,08.73,2.0
2013,08.75,2.0
2013,08.77,1.0
2013,08.79,1.0
2013,08.86,2.0
2013,08.90,1.0
2013,08.91,1.0
2013,08.93,2.0
2013,08.95,1.0
2013,08.96,2.0
2013,08.97,1.0
2013,08.98,1.0
2013,09.00,1.0
2013,09.01,1.0
2013,09.02,1.0
2013,09.04,1.0
2013,09.26,1.0
2013,09.29,1.0
2013,09.44,1.0
2013,09.48,1.0
2013,09.53,1.0
2013,09.54,1.0
2013,09.67,1.0
2013,09.75,1.0
2013,09.76,1.0
2013,09.84,1.0
2013,09.95,1.0
2013,09.98,1.0
2013,10.00,1.0
2013,10.01,1.0
2013,10.19,1.0
2013,10.32,1.0
2013,10.55,1.0
2013,10.63,1.0
2013,10.95,1.0
2013,11.01,1.0
2013,11.05,1.0
2013,11.06,1.0
2013,11.12,1.0
2013,11.39,1.0
2013,11.59,1.0
2013,12.55,1.0
2013,12.78,1.0
2013,13.38,1.0
2013,16.29,1.0
2013,17.47,1.0
2013,22.83,1.0
2013,23.37,1.0
2013,99.99,1.0
2013,NA   ,2517833.0
